the_geom,SCHOOL_ID,SCHOOL_NM,SCH_ADDR,GRADE_CAT,GRADES,SCH_TYPE,X,Y
POINT (-87.64456122231692 41.94163655405973),610094,NETTELHORST,"3252 N Broadway St, 60657",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6445612217,41.9416365548
POINT (-87.64599025179788 41.91394721710463),610095,NEWBERRY,"700 W Willow St, 60614",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6459902518,41.9139472177
POINT (-87.68913886417093 41.79771437860455),610096,NIGHTINGALE,"5250 S Rockwell St, 60632",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6891388641,41.797714379
POINT (-87.73142009081249 41.91958145214497),610097,NIXON,"2121 N Keeler Ave, 60639",ES,"PK, K, 1, 2, 3, 4, 5, 6",District,-87.7314200914,41.9195814532
POINT (-87.72995463177843 41.90615515234865),610098,NOBEL,"4127 W Hirsch St, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7299546321,41.9061551534
POINT (-87.8029794402957 41.98815250593599),610099,NORWOOD PARK,"5900 N Nina Ave, 60631",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.8029794402,41.9881525067
POINT (-87.73244309565793 41.90690720506762),610100,WEST PARK,"1425 N Tripp Ave, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7324430962,41.9069072055
POINT (-87.64546949689873 41.754670062092764),610102,OGLESBY,"7646 S Green St, 60620",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6454694968,41.7546700633
POINT (-87.57280595498251 41.76860231188592),610103,O'KEEFFE,"6940 S Merrill Ave, 60649",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5728059552,41.7686023123
POINT (-87.79310825534886 41.99379034896786),610104,ONAHAN,"6634 W Raven St, 60631",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7931082556,41.9937903501
POINT (-87.8120540397679 41.97850137610472),610105,ORIOLE PARK,"5424 N Oketo Ave, 60656",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.8120540393,41.9785013767
POINT (-87.73126059628552 41.90013965538226),610106,PICCOLO,"1040 N Keeler Ave, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7312605958,41.9001396559
POINT (-87.66542623591396 41.89180608125555),610107,OTIS,"525 N Armour St, 60642",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6654262361,41.8918060823
POINT (-87.67486500006889 41.774571072845625),610108,O'TOOLE,"6550 S Seeley Ave, 60636",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6748649999,41.7745710739
POINT (-87.70574908777306 41.742849921345986),610109,OWEN,"8247 S Christiana Ave, 60652",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7057490873,41.7428499222
POINT (-87.61977966041285 41.827355266010585),610110,"WELLS, I","249 E 37th St, 60653",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.61977966,41.8273552668
POINT (-87.73921294544903 41.973289392402634),610111,PALMER,"5051 N Kenneth Ave, 60630",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7392129453,41.9732893936
POINT (-87.63408585603759 41.77077979515438),610112,PARKER,"6800 S Stewart Ave, 60621",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6340858564,41.7707797959
POINT (-87.61154559301644 41.76647654247946),610115,PARK MANOR,"7037 S Rhodes Ave, 60637",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6115455929,41.7664765437
POINT (-87.58295438278273 41.76855518950886),610116,PARKSIDE,"6938 S East End Ave, 60649",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5829543833,41.7685551906
POINT (-87.73266645521085 41.78689537665073),610117,PASTEUR,"5825 S Kostner Ave, 60629",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7326664551,41.7868953772
POINT (-87.71921626107621 41.7878989699163),610120,PECK,"3826 W 58th St, 60629",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.719216261,41.7878989708
POINT (-87.68361565115903 41.87159549158413),610121,IRVING,"749 S Oakley Blvd, 60612",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6836156516,41.871595492
POINT (-87.66585003700392 41.98345579149934),610122,PEIRCE,"1423 W Bryn Mawr Ave, 60660",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6658500364,41.9834557926
POINT (-87.7223855479275 41.85837241920013),610123,PENN,"1616 S Avers Ave, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.722385548,41.8583724201
POINT (-87.59625661668589 41.728534142083625),610124,"WASHINGTON, H","9130 S University Ave, 60619",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5962566161,41.728534143
POINT (-87.68074453482734 41.8481009392156),610125,RUIZ,"2410 S Leavitt St, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6807445353,41.8481009397
POINT (-87.61833765367705 41.83652695312878),610126,PERSHING,"3200 S Calumet Ave, 60616",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6183376541,41.8365269536
POINT (-87.71258257767514 41.98155713794655),610127,PETERSON,"5510 N Christiana Ave, 60625",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7125825774,41.9815571384
POINT (-87.64757716520475 41.70660285906506),610128,GARVEY,"10309 S Morgan St, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6475771653,41.7066028595
POINT (-87.68329074268618 41.85290039437196),610129,PICKARD,"2301 W 21st Pl, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.683290743,41.852900395
POINT (-87.6078911370603 41.74034023287613),610130,PIRIE,"650 E 85th St, 60619",ES,"PK, K, 1, 2, 3, 4, 5, 6",District,-87.6078911371,41.7403402338
POINT (-87.69252575097397 41.860258898900426),610131,PLAMONDON,"2642 W 15th Pl, 60608",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6925257507,41.8602588993
POINT (-87.6064191734078 41.702630000818154),610132,POE,"10538 S Langley Ave, 60628",ES,"K, 1, 2, 3, 4, 5, 6",District,-87.6064191738,41.7026300017
POINT (-87.7187972930433 41.89323561010509),610133,"WARD, L","646 N Lawndale Ave, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7187972928,41.8932356106
POINT (-87.76100700351024 41.95698763658335),610135,PORTAGE PARK,"5330 W Berteau Ave, 60641",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7610070039,41.9569876374
POINT (-87.66952750427116 41.92884109996936),610136,PRESCOTT,"1632 W Wrightwood Ave, 60614",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6695275037,41.9288411007
POINT (-87.77241416628834 41.965619070854565),610137,PRUSSING,"4650 N Menard Ave, 60630",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7724141663,41.9656190718
POINT (-87.6838014306478 41.918486277743455),610138,PULASKI,"2230 W McLean Ave, 60647",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6838014305,41.9184862786
POINT (-87.60943096743696 41.688819352190364),610139,PULLMAN,"11311 S Forrestville Ave, 60628",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6094309671,41.688819353
POINT (-87.67092241919761 41.96074569176259),610141,RAVENSWOOD,"4332 N Paulina St, 60613",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.670922419,41.960745693
POINT (-87.59475207202254 41.79234788018115),610142,RAY,"5631 S Kimbark Ave, 60637",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5947520723,41.7923478809
POINT (-87.60492543044663 41.80417379096906),610143,REAVIS,"834 E 50th St, 60615",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.60492543,41.804173792
POINT (-87.71954054422258 41.941093989839835),610144,REILLY,"3650 W School St, 60618",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7195405443,41.941093991
POINT (-87.76898261876582 41.94301889519389),610145,REINBERG,"3425 N Major Ave, 60634",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7689826184,41.9430188961
POINT (-87.60017682328274 41.76419586431344),610146,REVERE,"1010 E 72nd St, 60619",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6001768238,41.7641958647
POINT (-87.69718539374834 42.01526504556588),610147,ROGERS,"7345 N Washtenaw Ave, 60645",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6971853935,42.0152650462
POINT (-87.66603693425228 41.80714283064575),610148,CHAVEZ,"4747 S Marshfield Ave, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6660369339,41.8071428313
POINT (-87.61806644739089 41.751945575252385),610152,RUGGLES,"7831 S Prairie Ave, 60619",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6180664478,41.7519455763
POINT (-87.63884270034876 41.73537938937342),610153,RYDER,"8716 S Wallace St, 60620",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6388427003,41.7353793898
POINT (-87.74595144444002 41.99116924566341),610155,SAUGANASH,"6040 N Kilpatrick Ave, 60646",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7459514446,41.9911692464
POINT (-87.70500578054565 41.79749820232971),610157,SAWYER,"5248 S Sawyer Ave, 60632",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7050057809,41.7974982034
POINT (-87.79872070511777 41.91415062927054),610158,SAYRE,"1850 N Newland Ave, 60707",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7987207052,41.9141506305
POINT (-87.73217877768654 41.94167760315429),610159,SCAMMON,"4201 W Henderson St, 60641",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7321787773,41.9416776043
POINT (-87.81419465454108 42.0168916405905),610163,STOCK,"7507 W Birchwood Ave, 60631",ES,PK,District,-87.8141946546,42.0168916418
POINT (-87.76119046882289 41.9304033154651),610165,SCHUBERT,"2727 N Long Ave, 60639",ES,"PK, K, 1, 2, 3, 4, 5",District,-87.7611904688,41.9304033166
POINT (-87.66877201152457 41.810333240125665),610167,SEWARD,"4600 S Hermitage Ave, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.668772011,41.8103332411
POINT (-87.70419859113254 41.811068609241815),610170,COLUMBIA EXPLORERS,"4520 S Kedzie Ave, 60632",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7041985906,41.8110686097
POINT (-87.55278794439316 41.73171691578895),610171,MIRELES,"9000 S Exchange Ave, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.552787944,41.7317169166
POINT (-87.65022144566161 41.79976620533543),610172,SHERMAN,"1000 W 52nd St, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.650221446,41.7997662058
POINT (-87.63227938229912 41.790800243325855),610173,SHERWOOD,"245 W 57th St, 60621",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6322793817,41.7908002437
POINT (-87.68964723524776 41.81590948589596),610174,SHIELDS,"4250 S Rockwell St, 60632",ES,"PK, K, 1, 2, 3, 4",District,-87.6896472357,41.8159094869
POINT (-87.59390494160888 41.80429401583151),610175,SHOESMITH,"1330 E 50th St, 60615",ES,"K, 1, 2, 3, 4, 5, 6",District,-87.593904942,41.804294017
POINT (-87.65866905202984 41.69091887627593),610176,SHOOP,"11140 S Bishop St, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6586690525,41.6909188772
POINT (-87.65941897616551 41.879102542176845),610177,SKINNER,"1260 W Adams St, 60607",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6594189761,41.8791025434
POINT (-87.59693188178447 41.7169888716671),610178,SCHMID,"9755 S Greenwood Ave, 60628",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5969318814,41.7169888728
POINT (-87.78197453753317 41.958868035570845),610179,SMYSER,"4310 N Melvina Ave, 60634",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7819745381,41.9588680364
POINT (-87.65344502668637 41.86535101811163),610180,SMYTH,"1059 W 13th St, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.653445027,41.8653510185
POINT (-87.72404263306203 41.99394233241605),610182,SOLOMON,"6206 N Hamlin Ave, 60659",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7240426332,41.9939423333
POINT (-87.75044473105727 41.88487639768195),610183,SPENCER TECH ACAD,"214 N Lavergne Ave, 60644",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7504447314,41.8848763988
POINT (-87.73166568492817 41.74710687859607),610185,STEVENSON,"8010 S Kostner Ave, 60652",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7316656847,41.7471068794
POINT (-87.63997360422805 41.69649616292765),610188,DUNNE TECH ACAD,"10845 S Union Ave, 60628",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6399736047,41.6964961639
POINT (-87.68479278594201 41.99535905094481),610191,STONE,"6239 N Leavitt St, 60659",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6847927859,41.995359052
POINT (-87.71331750070793 41.91193807892008),610192,STOWE,"3444 W Wabansia Ave, 60647",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7133175011,41.9119380796
POINT (-87.54292760841355 41.7438285240259),610193,NEW SULLIVAN,"8331 S Mackinaw Ave, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5429276085,41.7438285246
POINT (-87.73352395108311 41.870828378524244),610194,SUMNER,"4320 W 5th Ave, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7335239513,41.8708283789
POINT (-87.67682117257347 41.71144507048929),610195,SUTHERLAND,"10015 S Leavitt St, 60643",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6768211725,41.7114450709
POINT (-87.65829608026417 41.98913906016773),610196,SWIFT,"5900 N Winthrop Ave, 60660",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6582960797,41.989139061
POINT (-87.67372272472176 41.89240461130975),610197,TALCOTT,"1840 W Ohio St, 60622",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6737227242,41.892404612
POINT (-87.53297076750309 41.715470375344196),610198,TAYLOR,"9912 S Avenue H, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5329707673,41.7154703761
POINT (-87.65811083885912 41.677505446427055),610199,COLEMON,"1441 W 119th St, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6581108383,41.6775054472
POINT (-87.54427997626483 41.73332423774019),610200,"THORP, J","8914 S Buffalo Ave, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5442799761,41.7333242386
POINT (-87.77763129474631 41.94857131145994),610201,"THORP, O","6024 W Warwick Ave, 60634",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7776312953,41.9485713119
POINT (-87.7305663846513 41.88410224125941),610202,TILTON,"223 N Keeler Ave, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.730566385,41.8841022416
POINT (-87.708179184033 41.787523229256514),610203,TONTI,"5815 S Homan Ave, 60629",ES,"PK, K, 1, 2, 3, 4, 5",District,-87.708179184,41.7875232299
POINT (-87.75892840072956 41.79904639720592),610206,TWAIN,"5134 S Lotus Ave, 60638",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7589284013,41.7990463976
POINT (-87.66555862134634 41.72081703371227),610207,VANDERPOEL,"9510 S Prospect Ave, 60643",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6655586219,41.7208170345
POINT (-87.62714768793036 41.69626234715829),610208,LAVIZZO,"138 W 109th St, 60628",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.627147688,41.6962623476
POINT (-87.72460522409652 41.97163400116181),610209,VOLTA,"4950 N Avers Ave, 60625",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7246052243,41.9716340018
POINT (-87.71060878865852 41.97150444292288),610212,ALBANY PARK,"4929 N Sawyer Ave, 60625",ES,"7, 8",District,-87.7106087883,41.971504444
POINT (-87.60101811278476 41.77347789748448),610213,WADSWORTH,"6650 S Ellis Ave, 60637",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6010181122,41.7734778983
POINT (-87.70506426007299 41.84095691074145),610215,MADERO,"3202 W 28th St, 60623",ES,"6, 7, 8",District,-87.7050642603,41.8409569119
POINT (-87.64808617420633 41.85483574672973),610216,WALSH,"2015 S Peoria St, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6480861747,41.8548357478
POINT (-87.63535578864986 41.84398008909466),610217,"WARD, J","2701 S Shields Ave, 60616",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6353557886,41.8439800895
POINT (-87.57535254880202 41.72676290830874),610218,WARREN,"9239 S Jeffery Ave, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5753525491,41.7267629095
POINT (-87.53601529919601 41.68813148338763),610219,"WASHINGTON, G","3611 E 114th St, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5360152993,41.6881314842
POINT (-87.69133251142506 41.96436540333339),610220,WATERS,"4540 N Campbell Ave, 60625",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6913325114,41.9643654045
POINT (-87.72752437440957 41.869915857763885),610221,WEBSTER,"4055 W Arthington St, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7275243748,41.8699158585
POINT (-87.65820483631407 41.76507589571757),610223,WENTWORTH,"1340 W 71st St, 60636",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6582048359,41.7650758968
POINT (-87.65538382114454 41.683907009687786),610225,WHISTLER,"11533 S Ada St, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6553838216,41.6839070103
POINT (-87.71098733185424 41.79234608382597),610226,SANDOVAL,"5534 S Saint Louis Ave, 60629",ES,"PK, K, 1, 2, 3, 4, 5",District,-87.7109873322,41.7923460844
POINT (-87.7255456427252 41.84008042644524),610227,WHITNEY,"2815 S Komensky Ave, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7255456424,41.8400804275
POINT (-87.67339165433035 41.850480886147),610228,WHITTIER,"1900 W 23rd St, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6733916546,41.8504808873
POINT (-87.67776098072349 41.90705300429838),610229,PRITZKER,"2009 W Schiller St, 60622",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6777609813,41.9070530053
POINT (-87.7783448615387 42.00749066934333),610230,WILDWOOD,"6950 N Hiawatha Ave, 60646",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7783448617,42.0074906702
POINT (-87.62930832983595 41.85279976953131),610231,NATIONAL TEACHERS,"55 W Cermak Rd, 60616",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.62930833,41.8527997704
POINT (-87.70028031260621 41.915038547085196),610234,YATES,"1839 N Richmond St, 60647",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.700280313,41.9150385478
POINT (-87.76714284601937 41.9067905738164),610235,YOUNG,"1434 N Parkside Ave, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7671428455,41.9067905746
POINT (-87.62713680545437 41.80913475686662),610237,BEETHOVEN,"25 W 47th St, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6271368053,41.8091347579
POINT (-87.65301778635478 41.76536056570044),610238,BOND,"7050 S May St, 60621",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6530177864,41.7653605667
POINT (-87.67220640216625 41.802342867518746),610239,DALEY,"5024 S Wolcott Ave, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6722064019,41.8023428683
POINT (-87.64974916517143 41.95998415465289),610242,BRENNEMANN,"4251 N Clarendon Ave, 60613",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6497491648,41.9599841556
POINT (-87.75332487134204 41.87288500496833),610244,CLARK HS,"5101 W Harrison St, 60644",HS,"8, 9, 10, 11, 12",District,-87.7533248719,41.8728850057
POINT (-87.76766845556021 41.89036862899963),610245,DOUGLASS HS,"543 N Waller Ave, 60644",HS,"9, 10, 11, 12",District,-87.7676684561,41.8903686302
POINT (-87.6256915785112 41.798464959275144),610246,BEASLEY,"5255 S State St, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6256915787,41.7984649602
POINT (-87.77818680275425 41.94305591932024),610248,CHICAGO ACAD ES,"3400 N Austin Ave, 60634",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7781868032,41.9430559198
POINT (-87.69026083876544 41.79404805057685),610249,TALMAN,"5450 S Talman Ave, 60632",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6902608393,41.7940480512
POINT (-87.63363243383714 41.901416533650156),610250,SALAZAR,"160 W Wendell St, 60610",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6336324344,41.9014165347
POINT (-87.69918700903415 41.882949923809264),610251,CATHER,"2908 W Washington Blvd, 60612",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6991870086,41.882949925
POINT (-87.6803149665699 41.87986982005957),610252,DETT,"2131 W Monroe St, 60612",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6803149669,41.8798698213
POINT (-87.71574357179486 41.85888344613877),610254,DVORAK TECH ACAD,"3615 W 16th St, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7157435713,41.8588834469
POINT (-87.59906677098365 41.81734932673638),610256,ROBINSON,"4225 S Lake Park Ave, 60653",ES,"PK, K, 1, 2, 3",District,-87.5990667713,41.8173493274
POINT (-87.70510783049163 41.88917813449174),610257,MORTON,"431 N Troy St, 60612",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7051078302,41.8891781349
POINT (-87.6172141790608 41.779900493583106),610263,DULLES,"6311 S Calumet Ave, 60637",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6172141793,41.7799004942
POINT (-87.60117440804437 41.740183790256616),610268,ASHE,"8505 S Ingleside Ave, 60619",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6011744082,41.7401837914
POINT (-87.65475844786295 41.97094908209549),610269,MCCUTCHEON,"4865 N Sheridan Rd, 60640",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6547584482,41.9709490832
POINT (-87.70224105256844 41.87381494670643),610271,JENSEN,"3030 W Harrison St, 60612",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7022410528,41.8738149479
POINT (-87.7031387627253 41.86183619104433),610274,JOHNSON,"1420 S Albany Ave, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7031387624,41.8618361921
POINT (-87.61661794407227 41.81435828267455),610276,MOLLISON,"4415 S Dr Martin L King Jr Dr, 60653",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6166179444,41.8143582835
POINT (-87.60679103519684 41.76067263502636),610279,TANNER,"7350 S Evans Ave, 60619",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6067910349,41.7606726356
POINT (-87.55678924878404 41.76033179959435),610281,POWELL,"7511 S South Shore Dr, 60649",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5567892487,41.7603318005
POINT (-87.74673077914349 41.897819069092115),610282,MCNAIR,"4820 W Walton St, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.746730779,41.8978190697
POINT (-87.67316832857148 42.007702570043016),610284,NEW FIELD,"1707 W Morse Ave, 60626",ES,"PK, K, 1, 2, 3",District,-87.6731683283,42.0077025712
POINT (-87.70960968204936 41.74235056627999),610287,ASHBURN,"8300 S St Louis Ave, 60652",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7096096819,41.7423505673
POINT (-87.63727734722362 41.77272749687046),610290,MAYS,"6656 S Normal Blvd, 60621",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6372773472,41.7727274978
POINT (-87.7288842929386 41.7753053866094),610291,LEE,"6448 S Tripp Ave, 60629",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7288842925,41.7753053877
POINT (-87.72466123135618 41.8787989319273),610293,MELODY,"3937 W Wilcox St, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.724661231,41.8787989323
POINT (-87.64699403794559 41.6810313695292),610295,HIGGINS,"11710 S Morgan St, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6469940375,41.6810313706
POINT (-87.62804036317074 41.74718591747294),610298,LENART,"8101 S LaSalle St, 60620",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.628040363,41.7471859185
POINT (-87.6413345407389 41.76533497924157),610299,KING,"644 W 71st St, 60621",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6413345402,41.76533498
POINT (-87.634750516536 41.7488682245116),610300,WESTCOTT,"409 W 80th St, 60620",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6347505161,41.7488682257
POINT (-87.68696021819036 41.879118231068894),610304,PHOENIX MILITARY HS,"145 S Campbell Ave, 60612",HS,"9, 10, 11, 12",District,-87.6869602185,41.8791182315
POINT (-87.74927555446033 41.87358678018176),610305,LELAND,"512 S Lavergne Ave, 60644",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7492755544,41.8735867806
POINT (-87.66947670925113 41.8835681680644),610308,RUDOLPH,"110 N Paulina St, 60612",ES,PK,District,-87.669476709,41.8835681685
POINT (-87.5895894984777 41.733132312723),610312,MCDOWELL,"1419 E 89th St, 60619",ES,"PK, K, 1, 2, 3, 4, 5",District,-87.589589499,41.7331323137
POINT (-87.6857562038488 41.90529385315727),610313,DIEGO,"1313 N Claremont Ave, 60622",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6857562034,41.9052938538
POINT (-87.65053854188713 41.67230940600583),610315,WHITE,"1136 W 122nd St, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6505385419,41.672309407
