SCHOOL_ID,the_geom,SCHOOL_NM,SCH_ADDR,GRADE_CAT,GRADES,SCH_TYPE,X,Y
609865,POINT (-87.6777257182951 42.01708749423155),JORDAN,"7414 N WOLCOTT AVE, 60626",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.677725718,42.0170874952
609866,POINT (-87.68372854613861 41.955553802439916),COONLEY,"4046 N LEAVITT ST, 60618",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6837285462,41.9555538034
609867,POINT (-87.66722647680042 41.856003753118365),COOPER,"1624 W 19TH ST, 60608",ES,"PE, PK, K, 1, 2, 3, 4, 5","District, non-alternative",-87.6672264762,41.8560037541
609869,POINT (-87.65713254714005 41.78468135065794),LANGFORD,"6010 S THROOP ST, 60636",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6571325472,41.7846813516
609870,POINT (-87.73115617446221 41.84560303219757),CORKERY,"2510 S KILDARE AVE, 60623",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7311561744,41.8456030332
609871,POINT (-87.68567603468193 41.68816339812334),VICK,"2554 W 113TH ST, 60655",ES,"PE, PK","District, Special Ed.",-87.6856760343,41.6881633988
609872,POINT (-87.65798095905822 41.85605615727887),PEREZ,"1241 W 19TH ST, 60608",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6579809591,41.8560561581
609873,POINT (-87.71243345811399 41.85266416986201),CROWN,"2128 S ST LOUIS AVE, 60623",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7124334576,41.8526641706
609874,POINT (-87.84104174169394 41.973742217413864),DIRKSEN,"8601 W FOSTER AVE, 60656",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.8410417412,41.9737422184
609875,POINT (-87.70541240047487 41.923295278081014),DARWIN,"3116 W BELDEN AVE, 60647",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7054124005,41.9232952788
609876,POINT (-87.70020130629929 41.821824179878355),"DAVIS, N","3014 W 39TH PL, 60632",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7002013058,41.8218241808
609879,POINT (-87.71735263152992 41.74505031483678),DAWES,"3810 W 81ST PL, 60652",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7173526315,41.7450503159
609880,POINT (-87.70458180335245 42.00928815111216),DECATUR,"7030 N SACRAMENTO AVE, 60645",ES,"K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.7045818032,42.0092881523
609883,POINT (-87.62330794226472 41.76249075097989),DENEEN,"7240 S WABASH AVE, 60619",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6233079419,41.7624907521
609884,POINT (-87.81309478195477 41.94255239165118),DEVER,"3436 N OSCEOLA AVE, 60634",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.8130947822,41.9425523925
609885,POINT (-87.64268824157077 41.795645103045715),DEWEY,"5415 S UNION AVE, 60609",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6426882415,41.795645104
609887,POINT (-87.60994224451343 41.74366991290637),DIXON,"8306 S ST LAWRENCE AVE, 60619",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6099422442,41.7436699139
609888,POINT (-87.70506196604718 41.889286739241626),DODGE,"431 N TROY ST, 60612",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7050619659,41.8892867399
609891,POINT (-87.61295852732607 41.8311466131266),DOOLITTLE,"535 E 35TH ST, 60616",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6129585273,41.831146614
609893,POINT (-87.78756777220136 41.78095522568673),DORE,"6108 S NATOMA AVE, 60638",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7875677718,41.7809552267
609894,POINT (-87.6285167495126 41.84404357849296),DRAKE,"2710 S DEARBORN ST, 60616",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6285167495,41.8440435794
609895,POINT (-87.63013085416677 41.72559832800093),TURNER-DREW,"9300 S PRINCETON AVE, 60620",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6301308542,41.725598329
609896,POINT (-87.6744954438382 41.91594123557114),DRUMMOND,"1845 W CORTLAND ST, 60622",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6744954437,41.9159412366
609897,POINT (-87.6755465063397 41.78119773057935),EARLE,"2040 W 62ND ST, 60636",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6755465062,41.7811977314
609898,POINT (-87.70795183795089 41.77439301604537),EBERHART,"3400 W 65TH PL, 60629",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7079518382,41.7743930171
609899,POINT (-87.81116814888212 42.00438050692257),EBINGER,"7350 W PRATT AVE, 60631",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.8111681485,42.004380508
609900,POINT (-87.62165207399956 41.68539096030011),CURTIS,"32 E 115TH ST, 60628",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6216520739,41.6853909614
609901,POINT (-87.76185985035862 41.999413505496996),EDGEBROOK,"6525 N HIAWATHA AVE, 60646",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7618598502,41.9994135062
609902,POINT (-87.63434211094884 41.66944338599198),METCALFE,"12339 S NORMAL AVE, 60628",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6343421109,41.6694433869
609903,POINT (-87.72589284526485 41.80554091008239),EDWARDS,"4815 S KARLOV AVE, 60632",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7258928453,41.8055409108
609904,POINT (-87.76662607981264 41.88552865166048),ELLINGTON,"243 N PARKSIDE AVE, 60644",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7666260795,41.8855286526
609907,POINT (-87.71579160354177 41.875718409194626),ERICSON,"3600 W FIFTH AVE, 60624",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7157916032,41.8757184103
609908,POINT (-87.66914441974527 41.68944488394734),ESMOND,"1865 W MONTVALE AVE, 60643",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6691444195,41.6894448847
609909,POINT (-87.68134698829583 41.83155457568199),EVERETT,"3419 S BELL AVE, 60608",ES,"PE, PK, K, 1, 2, 3, 4, 5","District, non-alternative",-87.6813469883,41.8315545763
609910,POINT (-87.74929389018834 41.93578538999156),FALCONER,"3020 N LAMON AVE, 60641",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.7492938896,41.9357853912
609912,POINT (-87.76603488460502 41.97978967870146),FARNSWORTH,"5414 N LINDER AVE, 60630",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7660348844,41.9797896799
609917,POINT (-87.64045026277995 41.711183071434434),FERNWOOD,"10041 S UNION AVE, 60628",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6404502626,41.7111830723
609918,POINT (-87.67002218097498 42.00966308767887),FIELD,"7019 N ASHLAND BLVD, 60626",ES,"4, 5, 6, 7, 8","District, non-alternative",-87.6700221809,42.0096630888
609919,POINT (-87.60859623842394 41.78518334179797),FISKE,"6020 S LANGLEY AVE, 60637",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6085962381,41.7851833429
609920,POINT (-87.70514877412234 41.85077097484495),KANOON,"2233 S KEDZIE AVE, 60623",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.705148774,41.8507709757
609921,POINT (-87.696630086621 41.847923462015345),TELPOCHCALLI,"2832 W 24TH BLVD, 60623",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6966300866,41.8479234631
609922,POINT (-87.75821282070926 41.92048339242492),BELMONT-CRAGIN,"5252 W PALMER ST, 60639",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7582128207,41.9204833935
609924,POINT (-87.65551778646156 41.7296720879605),FORT DEARBORN,"9025 S THROOP ST, 60620",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6555177862,41.7296720886
609925,POINT (-87.7008560612432 41.871179457690374),KELLMAN,"751 S SACRAMENTO BLVD, 60612",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.700856061,41.8711794587
609926,POINT (-87.63551358180042 41.90662742469977),FRANKLIN,"225 W EVERGREEN AVE, 60610",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6355135813,41.9066274259
609927,POINT (-87.66806268005931 41.738426010650635),FOSTER PARK,"8530 S WOOD ST, 60620",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6680626795,41.7384260116
609928,POINT (-87.61174736090227 41.8180037316221),FULLER,"4214 S ST LAWRENCE AVE, 60653",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6117473608,41.8180037326
609929,POINT (-87.66839922890011 41.797581169804744),FULTON,"5300 S HERMITAGE AVE, 60609",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6683992286,41.7975811705
609930,POINT (-87.71685492983413 41.91761699717153),FUNSTON,"2010 N CENTRAL PARK AVE, 60647",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7168549295,41.9176169982
609933,POINT (-87.67193672789774 42.021117947238544),GALE,"1631 W JONQUIL TER, 60626",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6719367277,42.021117948
609935,POINT (-87.53521192681336 41.706801075824565),GALLISTEL,"10347 S EWING AVE, 60617",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5352119263,41.706801077
609937,POINT (-87.79627188635307 41.97635198294672),GARVY,"5225 N OAK PARK AVE, 60656",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7962718864,41.9763519838
609938,POINT (-87.71869572087058 41.837037717182554),GARY,"3740 W 31ST ST, 60623",ES,"PE, PK, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7186957205,41.8370377183
609939,POINT (-87.62375605916567 41.72533162684848),GILLESPIE,"9301 S STATE ST, 60619",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6237560587,41.7253316279
609941,POINT (-87.67592886896486 41.760614635539056),RANDOLPH,"7316 S HOYNE AVE, 60636",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.675928869,41.7606146367
609942,POINT (-87.6928629575756 41.92283150304935),GOETHE,"2236 N ROCKWELL ST, 60647",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.692862957,41.9228315042
609943,POINT (-87.62250907588597 41.67061831086165),GOMPERS,"12302 S STATE ST, 60628",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6225090759,41.6706183119
609944,POINT (-87.55327011513424 41.66248096140333),GRISSOM,"12810 S ESCANABA AVE, 60633",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5532701146,41.6624809625
609945,POINT (-87.65787572369254 41.97581700380401),GOUDY,"5120 N WINTHROP AVE, 60640",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6578757238,41.9758170047
609947,POINT (-87.64330756681534 41.81330445942277),GRAHAM,"4436 S UNION AVE, 60609",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6433075667,41.8133044605
609949,POINT (-87.75707885127967 41.948764281133926),"GRAY, W","3730 N LARAMIE AVE, 60641",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7570788512,41.9487642823
609950,POINT (-87.7171536302798 41.83879100676584),ORTIZ DE DOMINGUEZ,"3000 S LAWNDALE AVE, 60623",ES,"PE, PK, K, 1, 2","District, non-alternative",-87.7171536303,41.8387910076
609951,POINT (-87.59851990265834 41.81138911860509),ARIEL,"1119 E 46TH ST, 60653",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5985199021,41.8113891194
609952,POINT (-87.67152905314984 41.82966870055403),GREENE,"3525 S HONORE ST, 60609",ES,"PE, PK, K, 1, 2, 3, 4, 5","District, non-alternative",-87.671529053,41.8296687017
609954,POINT (-87.71866645516714 41.870769602521115),GREGORY,"3715 W POLK ST, 60624",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7186664548,41.8707696033
609955,POINT (-87.64498860682295 41.73892071818822),GRESHAM,"8524 S GREEN ST, 60620",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6449886067,41.7389207191
609956,POINT (-87.75880234297074 41.775436828284285),GRIMES,"5450 W 64TH PL, 60638",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7588023425,41.7754368293
609958,POINT (-87.69932751796593 41.81300813946766),GUNSAULUS,"4420 S SACRAMENTO AVE, 60632",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6993275176,41.8130081406
609959,POINT (-87.63380701826668 41.849985751349976),HAINES,"247 W 23RD PL, 60616",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6338070183,41.8499857522
609960,POINT (-87.7765420613163 41.780192513435125),HALE,"6140 S MELVINA AVE, 60638",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.776542061,41.7801925142
610524,POINT (-87.68059875853562 41.93579404242961),ALCOTT HS,"2957 N HOYNE AVE, 60618",HS,"9, 10, 11, 12","District, non-alternative",-87.6805987584,41.9357940435
609961,POINT (-87.55182516804338 41.743755004708866),HEROES,"8344 S COMMERCIAL AVE, 60617",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.551825168,41.7437550054
609963,POINT (-87.67086451499051 41.94519221974435),HAMILTON,"1650 W CORNELIA AVE, 60657",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6708645151,41.9451922206
609964,POINT (-87.66121133031241 41.80724100926406),HAMLINE,"4747 S BISHOP ST, 60609",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6612113305,41.8072410102
609966,POINT (-87.69624381860265 41.85274657323965),HAMMOND,"2819 W 21ST PL, 60623",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6962438182,41.8527465742
609967,POINT (-87.68563114840687 41.849215453626144),FINKL,"2332 S WESTERN AVE, 60608",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6856311485,41.8492154547
609968,POINT (-87.72396786096994 41.914815685116835),MCAULIFFE,"1841 N SPRINGFIELD AVE, 60647",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.7239678606,41.9148156861
609969,POINT (-87.58685411501037 41.79341980335601),HARTE,"1556 E 56TH ST, 60637",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7","District, non-alternative",-87.586854115,41.7934198042
609971,POINT (-87.63277351802729 41.75734007249008),HARVARD,"7525 S HARVARD AVE, 60620",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6327735179,41.7573400736
609972,POINT (-87.72309127230089 41.964029180137814),HAUGAN,"4540 N HAMLIN AVE, 60625",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.7230912719,41.9640291809
609973,POINT (-87.73427663879554 41.84139452589876),ZAPATA,"2728 S KOSTNER AVE, 60623",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7342766384,41.8413945269
609974,POINT (-87.65774562421808 41.942274893077986),HAWTHORNE,"3319 N CLIFTON AVE, 60657",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6577456243,41.942274894
609975,POINT (-87.75577652934491 41.899171893123),HAY,"1018 N LARAMIE AVE, 60651",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7557765289,41.8991718941
609976,POINT (-87.6685032709174 41.994513447219816),HAYT,"1518 W GRANVILLE AVE, 60660",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6685032706,41.9945134479
609977,POINT (-87.5944286529013 41.77336522709573),WOODLAWN,"6657 S KIMBARK AVE, 60637",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.5944286527,41.7733652283
609978,POINT (-87.60465959457767 41.707530181107984),SMITH,"744 E 103RD ST, 60628",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6046595946,41.7075301821
609979,POINT (-87.64030405985005 41.83959537512929),HEALY,"3010 S PARNELL AVE, 60616",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.64030406,41.8395953759
609981,POINT (-87.74568938823283 41.80817562288396),HEARST,"4640 S LAMON AVE, 60638",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7456893878,41.8081756239
609983,POINT (-87.67336392975072 41.80711153811389),HEDGES,"4747 S WINCHESTER AVE, 60609",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6733639294,41.8071115392
609985,POINT (-87.73580239561059 41.878692085626085),HEFFERAN,"4409 W WILCOX ST, 60624",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7358023954,41.8786920864
609986,POINT (-87.67185064523582 41.79059182177269),HENDERSON,"5650 S WOLCOTT AVE, 60636",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6718506448,41.7905918227
609987,POINT (-87.63362780432732 41.81578839091278),HENDRICKS,"4316 S PRINCETON AVE, 60609",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6336278043,41.815788392
609988,POINT (-87.71559561741637 41.95898944376692),HENRY,"4250 N ST LOUIS AVE, 60618",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.7155956169,41.9589894446
609990,POINT (-87.6285782991646 41.86687504184092),SOUTH LOOP,"1212 S PLYMOUTH CT, 60605",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6285782987,41.8668750429
609991,POINT (-87.71825640201611 41.862309649794135),HERZL,"3711 W DOUGLAS BLVD, 60623",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7182564015,41.8623096509
609993,POINT (-87.6722182678996 41.809769830309925),LARA,"4619 S WOLCOTT AVE, 60609",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6722182677,41.8097698312
609994,POINT (-87.71036108730549 41.970307795857686),HIBBARD,"3244 W AINSLIE ST, 60625",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.7103610874,41.9703077971
609995,POINT (-87.77915982748345 41.9836721365248),HITCH,"5625 N MCVICKER AVE, 60646",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7791598272,41.9836721373
609996,POINT (-87.65379105681562 41.83799994982859),HOLDEN,"1104 W 31ST ST, 60608",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6537910563,41.8379999509
609997,POINT (-87.64979603368027 41.79381508646813),HOLMES,"955 W GARFIELD BLVD, 60621",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6497960339,41.7938150877
610000,POINT (-87.75936166955634 41.89361290581285),HOWE,"720 N LOREL AVE, 60644",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7593616692,41.8936129069
610002,POINT (-87.5682647269774 41.733337118706785),HOYNE,"8905 S CRANDON AVE, 60617",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5682647267,41.7333371195
610003,POINT (-87.65359681208332 41.74245207518892),CUFFE,"8324 S RACINE AVE, 60620",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6535968121,41.7424520762
610004,POINT (-87.61120784849832 41.700335679736185),CULLEN,"10650 S EBERHART AVE, 60628",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6112078486,41.7003356809
610005,POINT (-87.73177802122406 41.86054517548692),"HUGHES, C","4247 W 15TH ST, 60623",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7317780211,41.8605451766
610006,POINT (-87.71954152720437 41.766812717983186),HURLEY,"3849 W 69TH PL, 60629",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7195415268,41.766812719
610009,POINT (-87.65332884479508 41.87125537005617),GALILEO,"820 S CARPENTER ST, 60607",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6533288443,41.8712553711
610010,POINT (-87.67584645940244 41.93924675250932),JAHN,"3149 N WOLCOTT AVE, 60657",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6758464593,41.9392467535
610011,POINT (-87.70049265351433 41.98464150056936),JAMIESON,"5650 N MOZART ST, 60659",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7004926534,41.9846415017
610012,POINT (-87.64109227449035 41.90205399562807),JENNER,"1119 N CLEVELAND AVE, 60610",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6410922744,41.9020539966
610013,POINT (-87.66220861349024 41.85882144044552),PILSEN,"1420 W 17TH ST, 60608",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6622086131,41.858821441
610015,POINT (-87.65226489569095 41.858065364565846),JUNGMAN,"1746 S MILLER ST, 60608",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6522648953,41.8580653657
610016,POINT (-87.67726912923872 41.725262820181094),KELLOGG,"9241 S LEAVITT ST, 60643",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6772691287,41.7252628211
610017,POINT (-87.6973148121397 41.84791327971439),SAUCEDO,"2850 W 24TH BLVD, 60623",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6973148122,41.8479132803
610018,POINT (-87.59046750749494 41.80430752936302),CANTER,"4959 S BLACKSTONE AVE, 60615",MS,8,"District, non-alternative",-87.590467507,41.8043075303
610019,POINT (-87.6408553707425 41.776453284917636),KERSHAW,"6450 S LOWE AVE, 60621",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.640855371,41.7764532857
610021,POINT (-87.71423422288119 41.90453020193098),CASALS,"3501 W POTOMAC AVE, 60651",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7142342224,41.9045302027
610022,POINT (-87.66818568259394 42.00364099390512),KILMER,"6700 N GREENVIEW AVE, 60626",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6681856823,42.0036409951
610024,POINT (-87.71605410309765 41.84848724863073),CARDENAS,"2345 S MILLARD AVE, 60623",ES,"PE, PK, K, 1, 2, 3","District, non-alternative",-87.7160541027,41.8484872497
610026,POINT (-87.77917858988525 41.78972259580315),KINZIE,"5625 S MOBILE AVE, 60638",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7791785897,41.7897225968
610027,POINT (-87.63955734503881 41.723626394437765),KIPLING,"9351 S LOWE AVE, 60620",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6395573445,41.7236263955
610029,POINT (-87.66512999344991 41.90888533737817),LOZANO,"1501 N GREENVIEW AVE, 60642",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.665129993,41.9088853384
610030,POINT (-87.6024809823206 41.7979744372546),KOZMINSKI,"936 E 54TH ST, 60615",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.602480982,41.7979744383
610032,POINT (-87.65249965250803 41.719264507302604),GREEN,"1150 W 96TH ST, 60643",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6524996522,41.719264508
610033,POINT (-87.6375281344661 41.91390017220103),LASALLE,"1734 N ORLEANS ST, 60614",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6375281341,41.9139001732
610034,POINT (-87.71295615353382 41.862932586200074),LAWNDALE,"3500 W DOUGLAS BLVD, 60623",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7129561536,41.8629325872
610036,POINT (-87.75458668025078 41.90682557281278),LEWIS,"1431 N LEAMINGTON AVE, 60651",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7545866801,41.9068255737
610037,POINT (-87.65989615091607 41.797685341616265),LIBBY,"5300 S LOOMIS BLVD, 60609",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6598961508,41.7976853427
610038,POINT (-87.64449813486215 41.92455225010199),LINCOLN,"615 W KEMPER PL, 60614",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6444981347,41.924552251
610039,POINT (-87.70267141515775 41.94000853417376),VON LINNE,"3221 N SACRAMENTO AVE, 60618",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7026714149,41.9400085352
610040,POINT (-87.74855175090198 41.91881366316068),LLOYD,"2103 N LAMON AVE, 60639",ES,"PE, PK, K, 1, 2, 3, 4, 5","District, non-alternative",-87.748551751,41.9188136643
610041,POINT (-87.79556732992923 41.93176295878187),"LOCKE, J","2828 N OAK PARK AVE, 60634",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7955673296,41.9317629596
